Country,col,n.x,val,Year.x,n.x.x,WPF_mean,Year.x.x,n.y,polity2_M,democ_M,autoc_M,Year.y,Entity,Region,Region_num,polity_Bin,Series,n.y.y,Value,Year.y.y
ARG,GeneralTrust_M,2,0.219430241976309,2013_2017,9,73.40777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8.666666666666666,8.666666666666666,0,2013_2014_2015_2016_2017_2018,Argentina,"Latin America 
&
 Caribbean",4,Democ,Government Effectiveness: Estimate,9,-0.08840605285432601,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARG,GeneralTrust_M,2,0.219430241976309,2013_2017,9,73.40777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8.666666666666666,8.666666666666666,0,2013_2014_2015_2016_2017_2018,Argentina,"Latin America 
&
 Caribbean",4,Democ,Rule of Law: Estimate,9,-0.4934839622841939,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARG,IntPoli_M,2,2.84718999206693,2013_2017,9,73.40777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8.666666666666666,8.666666666666666,0,2013_2014_2015_2016_2017_2018,Argentina,"Latin America 
&
 Caribbean",4,Democ,GDP per capita (current US$),9,11946.438721856095,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARG,IntPoli_M,2,2.84718999206693,2013_2017,9,73.40777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8.666666666666666,8.666666666666666,0,2013_2014_2015_2016_2017_2018,Argentina,"Latin America 
&
 Caribbean",4,Democ,Government Effectiveness: Estimate,9,-0.08840605285432601,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARG,IntPoli_M,2,2.84718999206693,2013_2017,9,73.40777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8.666666666666666,8.666666666666666,0,2013_2014_2015_2016_2017_2018,Argentina,"Latin America 
&
 Caribbean",4,Democ,Rule of Law: Estimate,9,-0.4934839622841939,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARG,SocialNormObedience_M,2,0.310361633545964,2013_2017,9,73.40777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8.666666666666666,8.666666666666666,0,2013_2014_2015_2016_2017_2018,Argentina,"Latin America 
&
 Caribbean",4,Democ,GDP per capita (current US$),9,11946.438721856095,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARG,SocialNormObedience_M,2,0.310361633545964,2013_2017,9,73.40777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8.666666666666666,8.666666666666666,0,2013_2014_2015_2016_2017_2018,Argentina,"Latin America 
&
 Caribbean",4,Democ,Government Effectiveness: Estimate,9,-0.08840605285432601,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARG,SocialNormObedience_M,2,0.310361633545964,2013_2017,9,73.40777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8.666666666666666,8.666666666666666,0,2013_2014_2015_2016_2017_2018,Argentina,"Latin America 
&
 Caribbean",4,Democ,Rule of Law: Estimate,9,-0.4934839622841939,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARG,SocialNormRespect_M,2,0.6311245874028399,2013_2017,9,73.40777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8.666666666666666,8.666666666666666,0,2013_2014_2015_2016_2017_2018,Argentina,"Latin America 
&
 Caribbean",4,Democ,GDP per capita (current US$),9,11946.438721856095,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARG,SocialNormRespect_M,2,0.6311245874028399,2013_2017,9,73.40777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8.666666666666666,8.666666666666666,0,2013_2014_2015_2016_2017_2018,Argentina,"Latin America 
&
 Caribbean",4,Democ,Government Effectiveness: Estimate,9,-0.08840605285432601,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARG,SocialNormRespect_M,2,0.6311245874028399,2013_2017,9,73.40777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8.666666666666666,8.666666666666666,0,2013_2014_2015_2016_2017_2018,Argentina,"Latin America 
&
 Caribbean",4,Democ,Rule of Law: Estimate,9,-0.4934839622841939,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARG,SocialNormUnselfishness_M,2,0.4369483781664715,2013_2017,9,73.40777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8.666666666666666,8.666666666666666,0,2013_2014_2015_2016_2017_2018,Argentina,"Latin America 
&
 Caribbean",4,Democ,GDP per capita (current US$),9,11946.438721856095,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARG,SocialNormUnselfishness_M,2,0.4369483781664715,2013_2017,9,73.40777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8.666666666666666,8.666666666666666,0,2013_2014_2015_2016_2017_2018,Argentina,"Latin America 
&
 Caribbean",4,Democ,Government Effectiveness: Estimate,9,-0.08840605285432601,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARG,SocialNormUnselfishness_M,2,0.4369483781664715,2013_2017,9,73.40777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8.666666666666666,8.666666666666666,0,2013_2014_2015_2016_2017_2018,Argentina,"Latin America 
&
 Caribbean",4,Democ,Rule of Law: Estimate,9,-0.4934839622841939,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARG,TrustAcquaintance_M,2,3.07780445436325,2013_2017,9,73.40777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8.666666666666666,8.666666666666666,0,2013_2014_2015_2016_2017_2018,Argentina,"Latin America 
&
 Caribbean",4,Democ,GDP per capita (current US$),9,11946.438721856095,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARG,TrustAcquaintance_M,2,3.07780445436325,2013_2017,9,73.40777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8.666666666666666,8.666666666666666,0,2013_2014_2015_2016_2017_2018,Argentina,"Latin America 
&
 Caribbean",4,Democ,Government Effectiveness: Estimate,9,-0.08840605285432601,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARG,TrustAcquaintance_M,2,3.07780445436325,2013_2017,9,73.40777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8.666666666666666,8.666666666666666,0,2013_2014_2015_2016_2017_2018,Argentina,"Latin America 
&
 Caribbean",4,Democ,Rule of Law: Estimate,9,-0.4934839622841939,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARG,TrustFamily_M,2,3.8842045759118946,2013_2017,9,73.40777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8.666666666666666,8.666666666666666,0,2013_2014_2015_2016_2017_2018,Argentina,"Latin America 
&
 Caribbean",4,Democ,GDP per capita (current US$),9,11946.438721856095,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARG,TrustFamily_M,2,3.8842045759118946,2013_2017,9,73.40777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8.666666666666666,8.666666666666666,0,2013_2014_2015_2016_2017_2018,Argentina,"Latin America 
&
 Caribbean",4,Democ,Government Effectiveness: Estimate,9,-0.08840605285432601,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARG,TrustFamily_M,2,3.8842045759118946,2013_2017,9,73.40777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8.666666666666666,8.666666666666666,0,2013_2014_2015_2016_2017_2018,Argentina,"Latin America 
&
 Caribbean",4,Democ,Rule of Law: Estimate,9,-0.4934839622841939,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARG,TrustForeigner_M,2,2.612234042553195,2013_2017,9,73.40777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8.666666666666666,8.666666666666666,0,2013_2014_2015_2016_2017_2018,Argentina,"Latin America 
&
 Caribbean",4,Democ,GDP per capita (current US$),9,11946.438721856095,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARG,TrustForeigner_M,2,2.612234042553195,2013_2017,9,73.40777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8.666666666666666,8.666666666666666,0,2013_2014_2015_2016_2017_2018,Argentina,"Latin America 
&
 Caribbean",4,Democ,Government Effectiveness: Estimate,9,-0.08840605285432601,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARG,TrustForeigner_M,2,2.612234042553195,2013_2017,9,73.40777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8.666666666666666,8.666666666666666,0,2013_2014_2015_2016_2017_2018,Argentina,"Latin America 
&
 Caribbean",4,Democ,Rule of Law: Estimate,9,-0.4934839622841939,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARG,TrustNeighbor_M,2,2.93396241392312,2013_2017,9,73.40777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8.666666666666666,8.666666666666666,0,2013_2014_2015_2016_2017_2018,Argentina,"Latin America 
&
 Caribbean",4,Democ,GDP per capita (current US$),9,11946.438721856095,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARG,TrustNeighbor_M,2,2.93396241392312,2013_2017,9,73.40777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8.666666666666666,8.666666666666666,0,2013_2014_2015_2016_2017_2018,Argentina,"Latin America 
&
 Caribbean",4,Democ,Government Effectiveness: Estimate,9,-0.08840605285432601,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARG,TrustNeighbor_M,2,2.93396241392312,2013_2017,9,73.40777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8.666666666666666,8.666666666666666,0,2013_2014_2015_2016_2017_2018,Argentina,"Latin America 
&
 Caribbean",4,Democ,Rule of Law: Estimate,9,-0.4934839622841939,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARG,TrustPagan_M,2,2.6409920419316704,2013_2017,9,73.40777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8.666666666666666,8.666666666666666,0,2013_2014_2015_2016_2017_2018,Argentina,"Latin America 
&
 Caribbean",4,Democ,GDP per capita (current US$),9,11946.438721856095,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARG,TrustPagan_M,2,2.6409920419316704,2013_2017,9,73.40777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8.666666666666666,8.666666666666666,0,2013_2014_2015_2016_2017_2018,Argentina,"Latin America 
&
 Caribbean",4,Democ,Government Effectiveness: Estimate,9,-0.08840605285432601,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARG,TrustPagan_M,2,2.6409920419316704,2013_2017,9,73.40777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8.666666666666666,8.666666666666666,0,2013_2014_2015_2016_2017_2018,Argentina,"Latin America 
&
 Caribbean",4,Democ,Rule of Law: Estimate,9,-0.4934839622841939,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARG,TrustStranger_M,2,2.094921776622645,2013_2017,9,73.40777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8.666666666666666,8.666666666666666,0,2013_2014_2015_2016_2017_2018,Argentina,"Latin America 
&
 Caribbean",4,Democ,GDP per capita (current US$),9,11946.438721856095,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARG,TrustStranger_M,2,2.094921776622645,2013_2017,9,73.40777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8.666666666666666,8.666666666666666,0,2013_2014_2015_2016_2017_2018,Argentina,"Latin America 
&
 Caribbean",4,Democ,Government Effectiveness: Estimate,9,-0.08840605285432601,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARG,TrustStranger_M,2,2.094921776622645,2013_2017,9,73.40777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8.666666666666666,8.666666666666666,0,2013_2014_2015_2016_2017_2018,Argentina,"Latin America 
&
 Caribbean",4,Democ,Rule of Law: Estimate,9,-0.4934839622841939,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARM,ConfGV_M,2,2.84591745257647,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ,GDP per capita (current US$),9,4215.283925619827,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARM,ConfGV_M,2,2.84591745257647,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ,Government Effectiveness: Estimate,9,-0.22823774152331877,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARM,ConfGV_M,2,2.84591745257647,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ,Rule of Law: Estimate,9,-0.24584812091456534,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARM,ConfTV_M,2,3.01254400578954,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ,GDP per capita (current US$),9,4215.283925619827,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARM,ConfTV_M,2,3.01254400578954,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ,Government Effectiveness: Estimate,9,-0.22823774152331877,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARM,ConfTV_M,2,3.01254400578954,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ,Rule of Law: Estimate,9,-0.24584812091456534,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARM,FightForCountry_M,2,0.8044254897497355,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ,GDP per capita (current US$),9,4215.283925619827,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARM,FightForCountry_M,2,0.8044254897497355,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ,Government Effectiveness: Estimate,9,-0.22823774152331877,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARM,FightForCountry_M,2,0.8044254897497355,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ,Rule of Law: Estimate,9,-0.24584812091456534,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARM,GeneralTrust_M,2,0.09123178478017205,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ,GDP per capita (current US$),9,4215.283925619827,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARM,GeneralTrust_M,2,0.09123178478017205,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ,Government Effectiveness: Estimate,9,-0.22823774152331877,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARM,GeneralTrust_M,2,0.09123178478017205,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ,Rule of Law: Estimate,9,-0.24584812091456534,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARM,IntPoli_M,2,2.697368558430905,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ,GDP per capita (current US$),9,4215.283925619827,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARM,IntPoli_M,2,2.697368558430905,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ,Government Effectiveness: Estimate,9,-0.22823774152331877,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARM,IntPoli_M,2,2.697368558430905,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ,Rule of Law: Estimate,9,-0.24584812091456534,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARM,SocialNormObedience_M,2,0.230632930288103,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ,GDP per capita (current US$),9,4215.283925619827,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARM,SocialNormObedience_M,2,0.230632930288103,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ,Government Effectiveness: Estimate,9,-0.22823774152331877,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARM,SocialNormObedience_M,2,0.230632930288103,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ,Rule of Law: Estimate,9,-0.24584812091456534,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARM,SocialNormRespect_M,2,0.5897738468428125,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ,GDP per capita (current US$),9,4215.283925619827,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARM,SocialNormRespect_M,2,0.5897738468428125,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ,Government Effectiveness: Estimate,9,-0.22823774152331877,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARM,SocialNormRespect_M,2,0.5897738468428125,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ,Rule of Law: Estimate,9,-0.24584812091456534,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARM,SocialNormUnselfishness_M,2,0.240689655172414,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ,GDP per capita (current US$),9,4215.283925619827,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARM,SocialNormUnselfishness_M,2,0.240689655172414,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ,Government Effectiveness: Estimate,9,-0.22823774152331877,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARM,SocialNormUnselfishness_M,2,0.240689655172414,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ,Rule of Law: Estimate,9,-0.24584812091456534,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARM,TrustAcquaintance_M,2,2.964760012785415,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ,GDP per capita (current US$),9,4215.283925619827,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARM,TrustAcquaintance_M,2,2.964760012785415,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ,Government Effectiveness: Estimate,9,-0.22823774152331877,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARM,TrustAcquaintance_M,2,2.964760012785415,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ,Rule of Law: Estimate,9,-0.24584812091456534,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARM,TrustFamily_M,2,3.93973736959592,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ,GDP per capita (current US$),9,4215.283925619827,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARM,TrustFamily_M,2,3.93973736959592,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ,Government Effectiveness: Estimate,9,-0.22823774152331877,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARM,TrustFamily_M,2,3.93973736959592,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ,Rule of Law: Estimate,9,-0.24584812091456534,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARM,TrustForeigner_M,2,1.9871758265314001,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ,GDP per capita (current US$),9,4215.283925619827,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARM,TrustForeigner_M,2,1.9871758265314001,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ,Government Effectiveness: Estimate,9,-0.22823774152331877,2013_2014_2015_2016_2017_2018_2019_2020_2021
ARM,TrustForeigner_M,2,1.9871758265314001,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ,Rule of Law: Estimate,9,-0.24584812091456534,2013_2014_2015_2016_2017_2018_2019_2020_2021
