Country,col,n,val,Year,n.x,WPF_mean,Year.x,n.y,polity2_M,democ_M,autoc_M,Year.y,Entity,Region,Region_num,polity_Bin
ARM,GeneralTrust_M,2,0.09123178478017205,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ
ARM,IntPoli_M,2,2.697368558430905,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ
ARM,SocialNormObedience_M,2,0.230632930288103,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ
ARM,SocialNormRespect_M,2,0.5897738468428125,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ
ARM,SocialNormUnselfishness_M,2,0.240689655172414,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ
ARM,TrustAcquaintance_M,2,2.964760012785415,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ
ARM,TrustFamily_M,2,3.93973736959592,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ
ARM,TrustForeigner_M,2,1.9871758265314001,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ
ARM,TrustNeighbor_M,2,2.820838832506565,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ
ARM,TrustPagan_M,2,1.71730372554714,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ
ARM,TrustStranger_M,2,1.819135422133985,2011_2021,9,70.98777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5.333333333333333,5.333333333333333,0,2013_2014_2015_2016_2017_2018,Armenia,"Europe 
&
 Central Asia",3,Democ
AUS,ConfGV_M,2,2.8254677367754,2012_2018,9,82.77222222222223,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,10,10,0,2013_2014_2015_2016_2017_2018,Australia,"Europe 
&
 Central Asia",3,Democ
AUS,ConfTV_M,2,2.981859042122235,2012_2018,9,82.77222222222223,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,10,10,0,2013_2014_2015_2016_2017_2018,Australia,"Europe 
&
 Central Asia",3,Democ
AUS,FightForCountry_M,2,0.596271204523632,2012_2018,9,82.77222222222223,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,10,10,0,2013_2014_2015_2016_2017_2018,Australia,"Europe 
&
 Central Asia",3,Democ
AUS,GeneralTrust_M,2,0.5422584535178325,2012_2018,9,82.77222222222223,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,10,10,0,2013_2014_2015_2016_2017_2018,Australia,"Europe 
&
 Central Asia",3,Democ
AUS,IntPoli_M,2,2.3618146996995097,2012_2018,9,82.77222222222223,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,10,10,0,2013_2014_2015_2016_2017_2018,Australia,"Europe 
&
 Central Asia",3,Democ
AUS,SocialNormObedience_M,2,0.2370504753713965,2012_2018,9,82.77222222222223,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,10,10,0,2013_2014_2015_2016_2017_2018,Australia,"Europe 
&
 Central Asia",3,Democ
AUS,SocialNormRespect_M,2,0.8547758029816255,2012_2018,9,82.77222222222223,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,10,10,0,2013_2014_2015_2016_2017_2018,Australia,"Europe 
&
 Central Asia",3,Democ
AUS,SocialNormUnselfishness_M,2,0.4556167541949535,2012_2018,9,82.77222222222223,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,10,10,0,2013_2014_2015_2016_2017_2018,Australia,"Europe 
&
 Central Asia",3,Democ
AUS,TrustAcquaintance_M,2,3.39639536798029,2012_2018,9,82.77222222222223,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,10,10,0,2013_2014_2015_2016_2017_2018,Australia,"Europe 
&
 Central Asia",3,Democ
AUS,TrustFamily_M,2,3.78512239423684,2012_2018,9,82.77222222222223,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,10,10,0,2013_2014_2015_2016_2017_2018,Australia,"Europe 
&
 Central Asia",3,Democ
AUS,TrustForeigner_M,2,2.79994141318499,2012_2018,9,82.77222222222223,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,10,10,0,2013_2014_2015_2016_2017_2018,Australia,"Europe 
&
 Central Asia",3,Democ
AUS,TrustNeighbor_M,2,2.89599118049611,2012_2018,9,82.77222222222223,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,10,10,0,2013_2014_2015_2016_2017_2018,Australia,"Europe 
&
 Central Asia",3,Democ
AUS,TrustPagan_M,2,2.758457494302145,2012_2018,9,82.77222222222223,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,10,10,0,2013_2014_2015_2016_2017_2018,Australia,"Europe 
&
 Central Asia",3,Democ
AUS,TrustStranger_M,2,2.43183060706788,2012_2018,9,82.77222222222223,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,10,10,0,2013_2014_2015_2016_2017_2018,Australia,"Europe 
&
 Central Asia",3,Democ
AZE,ConfGV_M,1,1.82335329341317,2011,9,43.39888888888889,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-7,0,7,2013_2014_2015_2016_2017_2018,Azerbaijan,"Europe 
&
 Central Asia",3,Autoc
AZE,ConfTV_M,1,2.36626746506986,2011,9,43.39888888888889,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-7,0,7,2013_2014_2015_2016_2017_2018,Azerbaijan,"Europe 
&
 Central Asia",3,Autoc
AZE,FightForCountry_M,1,0.668460710441335,2011,9,43.39888888888889,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-7,0,7,2013_2014_2015_2016_2017_2018,Azerbaijan,"Europe 
&
 Central Asia",3,Autoc
AZE,GeneralTrust_M,1,0.166495375128469,2011,9,43.39888888888889,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-7,0,7,2013_2014_2015_2016_2017_2018,Azerbaijan,"Europe 
&
 Central Asia",3,Autoc
AZE,IntPoli_M,1,2.92614770459082,2011,9,43.39888888888889,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-7,0,7,2013_2014_2015_2016_2017_2018,Azerbaijan,"Europe 
&
 Central Asia",3,Autoc
AZE,SocialNormObedience_M,1,0.0658682634730539,2011,9,43.39888888888889,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-7,0,7,2013_2014_2015_2016_2017_2018,Azerbaijan,"Europe 
&
 Central Asia",3,Autoc
AZE,SocialNormRespect_M,1,0.711576846307385,2011,9,43.39888888888889,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-7,0,7,2013_2014_2015_2016_2017_2018,Azerbaijan,"Europe 
&
 Central Asia",3,Autoc
AZE,SocialNormUnselfishness_M,1,0.215568862275449,2011,9,43.39888888888889,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-7,0,7,2013_2014_2015_2016_2017_2018,Azerbaijan,"Europe 
&
 Central Asia",3,Autoc
AZE,TrustAcquaintance_M,1,2.45025125628141,2011,9,43.39888888888889,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-7,0,7,2013_2014_2015_2016_2017_2018,Azerbaijan,"Europe 
&
 Central Asia",3,Autoc
AZE,TrustFamily_M,1,3.53112449799197,2011,9,43.39888888888889,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-7,0,7,2013_2014_2015_2016_2017_2018,Azerbaijan,"Europe 
&
 Central Asia",3,Autoc
AZE,TrustForeigner_M,1,2.04306722689076,2011,9,43.39888888888889,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-7,0,7,2013_2014_2015_2016_2017_2018,Azerbaijan,"Europe 
&
 Central Asia",3,Autoc
AZE,TrustNeighbor_M,1,2.51654964894684,2011,9,43.39888888888889,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-7,0,7,2013_2014_2015_2016_2017_2018,Azerbaijan,"Europe 
&
 Central Asia",3,Autoc
AZE,TrustPagan_M,1,2.09578947368421,2011,9,43.39888888888889,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-7,0,7,2013_2014_2015_2016_2017_2018,Azerbaijan,"Europe 
&
 Central Asia",3,Autoc
AZE,TrustStranger_M,1,1.38493292053664,2011,9,43.39888888888889,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-7,0,7,2013_2014_2015_2016_2017_2018,Azerbaijan,"Europe 
&
 Central Asia",3,Autoc
BGD,ConfGV_M,1,1.8904802021904,2018,9,53.30222222222222,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,0.3333333333333333,2.8333333333333335,2.5,2013_2014_2015_2016_2017_2018,Bangladesh,South Asia,6,Democ
BGD,ConfTV_M,1,1.99832355406538,2018,9,53.30222222222222,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,0.3333333333333333,2.8333333333333335,2.5,2013_2014_2015_2016_2017_2018,Bangladesh,South Asia,6,Democ
BGD,FightForCountry_M,1,0.953982300884956,2018,9,53.30222222222222,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,0.3333333333333333,2.8333333333333335,2.5,2013_2014_2015_2016_2017_2018,Bangladesh,South Asia,6,Democ
BGD,GeneralTrust_M,1,0.129274395329441,2018,9,53.30222222222222,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,0.3333333333333333,2.8333333333333335,2.5,2013_2014_2015_2016_2017_2018,Bangladesh,South Asia,6,Democ
BGD,IntPoli_M,1,2.96771452846219,2018,9,53.30222222222222,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,0.3333333333333333,2.8333333333333335,2.5,2013_2014_2015_2016_2017_2018,Bangladesh,South Asia,6,Democ
BGD,SocialNormObedience_M,1,0.148333333333333,2018,9,53.30222222222222,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,0.3333333333333333,2.8333333333333335,2.5,2013_2014_2015_2016_2017_2018,Bangladesh,South Asia,6,Democ
BGD,SocialNormRespect_M,1,0.7075,2018,9,53.30222222222222,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,0.3333333333333333,2.8333333333333335,2.5,2013_2014_2015_2016_2017_2018,Bangladesh,South Asia,6,Democ
BGD,SocialNormUnselfishness_M,1,0.325833333333333,2018,9,53.30222222222222,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,0.3333333333333333,2.8333333333333335,2.5,2013_2014_2015_2016_2017_2018,Bangladesh,South Asia,6,Democ
BGD,TrustAcquaintance_M,1,2.81871838111299,2018,9,53.30222222222222,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,0.3333333333333333,2.8333333333333335,2.5,2013_2014_2015_2016_2017_2018,Bangladesh,South Asia,6,Democ
BGD,TrustFamily_M,1,3.98415346121768,2018,9,53.30222222222222,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,0.3333333333333333,2.8333333333333335,2.5,2013_2014_2015_2016_2017_2018,Bangladesh,South Asia,6,Democ
BGD,TrustForeigner_M,1,1.82214472537053,2018,9,53.30222222222222,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,0.3333333333333333,2.8333333333333335,2.5,2013_2014_2015_2016_2017_2018,Bangladesh,South Asia,6,Democ
BGD,TrustNeighbor_M,1,3.19933277731443,2018,9,53.30222222222222,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,0.3333333333333333,2.8333333333333335,2.5,2013_2014_2015_2016_2017_2018,Bangladesh,South Asia,6,Democ
BGD,TrustPagan_M,1,2.10414902624894,2018,9,53.30222222222222,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,0.3333333333333333,2.8333333333333335,2.5,2013_2014_2015_2016_2017_2018,Bangladesh,South Asia,6,Democ
BGD,TrustStranger_M,1,1.87709030100334,2018,9,53.30222222222222,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,0.3333333333333333,2.8333333333333335,2.5,2013_2014_2015_2016_2017_2018,Bangladesh,South Asia,6,Democ
BLR,ConfGV_M,1,2.41977734119188,2011,9,49.364444444444445,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-7,0,7,2013_2014_2015_2016_2017_2018,Belarus,"Europe 
&
 Central Asia",3,Autoc
BLR,ConfTV_M,1,2.59869281045752,2011,9,49.364444444444445,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-7,0,7,2013_2014_2015_2016_2017_2018,Belarus,"Europe 
&
 Central Asia",3,Autoc
BLR,FightForCountry_M,1,0.780529461998292,2011,9,49.364444444444445,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-7,0,7,2013_2014_2015_2016_2017_2018,Belarus,"Europe 
&
 Central Asia",3,Autoc
BLR,GeneralTrust_M,1,0.351656095842142,2011,9,49.364444444444445,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-7,0,7,2013_2014_2015_2016_2017_2018,Belarus,"Europe 
&
 Central Asia",3,Autoc
BLR,IntPoli_M,1,2.71316306483301,2011,9,49.364444444444445,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-7,0,7,2013_2014_2015_2016_2017_2018,Belarus,"Europe 
&
 Central Asia",3,Autoc
BLR,SocialNormObedience_M,1,0.342019543973941,2011,9,49.364444444444445,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-7,0,7,2013_2014_2015_2016_2017_2018,Belarus,"Europe 
&
 Central Asia",3,Autoc
BLR,SocialNormRespect_M,1,0.607817589576547,2011,9,49.364444444444445,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-7,0,7,2013_2014_2015_2016_2017_2018,Belarus,"Europe 
&
 Central Asia",3,Autoc
BLR,SocialNormUnselfishness_M,1,0.138110749185668,2011,9,49.364444444444445,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-7,0,7,2013_2014_2015_2016_2017_2018,Belarus,"Europe 
&
 Central Asia",3,Autoc
BLR,TrustAcquaintance_M,1,2.97578534031414,2011,9,49.364444444444445,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-7,0,7,2013_2014_2015_2016_2017_2018,Belarus,"Europe 
&
 Central Asia",3,Autoc
BLR,TrustFamily_M,1,3.8640522875817,2011,9,49.364444444444445,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-7,0,7,2013_2014_2015_2016_2017_2018,Belarus,"Europe 
&
 Central Asia",3,Autoc
BLR,TrustForeigner_M,1,2.29829172141919,2011,9,49.364444444444445,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-7,0,7,2013_2014_2015_2016_2017_2018,Belarus,"Europe 
&
 Central Asia",3,Autoc
BLR,TrustNeighbor_M,1,2.7976501305483,2011,9,49.364444444444445,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-7,0,7,2013_2014_2015_2016_2017_2018,Belarus,"Europe 
&
 Central Asia",3,Autoc
BLR,TrustPagan_M,1,2.29388560157791,2011,9,49.364444444444445,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-7,0,7,2013_2014_2015_2016_2017_2018,Belarus,"Europe 
&
 Central Asia",3,Autoc
BLR,TrustStranger_M,1,1.94167758846658,2011,9,49.364444444444445,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-7,0,7,2013_2014_2015_2016_2017_2018,Belarus,"Europe 
&
 Central Asia",3,Autoc
BOL,ConfGV_M,1,2.94351669941061,2017,9,66.72666666666666,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,7,7,0,2013_2014_2015_2016_2017_2018,Bolivia,"Latin America 
&
 Caribbean",4,Democ
BOL,ConfTV_M,1,2.81702544031311,2017,9,66.72666666666666,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,7,7,0,2013_2014_2015_2016_2017_2018,Bolivia,"Latin America 
&
 Caribbean",4,Democ
BOL,FightForCountry_M,1,0.838902743142145,2017,9,66.72666666666666,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,7,7,0,2013_2014_2015_2016_2017_2018,Bolivia,"Latin America 
&
 Caribbean",4,Democ
BOL,GeneralTrust_M,1,0.0859794821690278,2017,9,66.72666666666666,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,7,7,0,2013_2014_2015_2016_2017_2018,Bolivia,"Latin America 
&
 Caribbean",4,Democ
BOL,IntPoli_M,1,3.04219204655674,2017,9,66.72666666666666,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,7,7,0,2013_2014_2015_2016_2017_2018,Bolivia,"Latin America 
&
 Caribbean",4,Democ
BOL,SocialNormObedience_M,1,0.473045167557067,2017,9,66.72666666666666,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,7,7,0,2013_2014_2015_2016_2017_2018,Bolivia,"Latin America 
&
 Caribbean",4,Democ
BOL,SocialNormRespect_M,1,0.728994657600777,2017,9,66.72666666666666,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,7,7,0,2013_2014_2015_2016_2017_2018,Bolivia,"Latin America 
&
 Caribbean",4,Democ
BOL,SocialNormUnselfishness_M,1,0.210781932977173,2017,9,66.72666666666666,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,7,7,0,2013_2014_2015_2016_2017_2018,Bolivia,"Latin America 
&
 Caribbean",4,Democ
BOL,TrustAcquaintance_M,1,2.4657267865824,2017,9,66.72666666666666,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,7,7,0,2013_2014_2015_2016_2017_2018,Bolivia,"Latin America 
&
 Caribbean",4,Democ
BOL,TrustFamily_M,1,3.35188770571152,2017,9,66.72666666666666,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,7,7,0,2013_2014_2015_2016_2017_2018,Bolivia,"Latin America 
&
 Caribbean",4,Democ
BOL,TrustForeigner_M,1,1.68152866242038,2017,9,66.72666666666666,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,7,7,0,2013_2014_2015_2016_2017_2018,Bolivia,"Latin America 
&
 Caribbean",4,Democ
BOL,TrustNeighbor_M,1,2.14735821619001,2017,9,66.72666666666666,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,7,7,0,2013_2014_2015_2016_2017_2018,Bolivia,"Latin America 
&
 Caribbean",4,Democ
BOL,TrustPagan_M,1,2.03092783505155,2017,9,66.72666666666666,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,7,7,0,2013_2014_2015_2016_2017_2018,Bolivia,"Latin America 
&
 Caribbean",4,Democ
BOL,TrustStranger_M,1,1.50072709646146,2017,9,66.72666666666666,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,7,7,0,2013_2014_2015_2016_2017_2018,Bolivia,"Latin America 
&
 Caribbean",4,Democ
BRA,ConfGV_M,2,3.070279077672205,2014_2018,9,66.75555555555556,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8,8,0,2013_2014_2015_2016_2017_2018,Brazil,"Latin America 
&
 Caribbean",4,Democ
BRA,ConfTV_M,2,2.891169408998015,2014_2018,9,66.75555555555556,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8,8,0,2013_2014_2015_2016_2017_2018,Brazil,"Latin America 
&
 Caribbean",4,Democ
BRA,FightForCountry_M,2,0.48709145627942396,2014_2018,9,66.75555555555556,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8,8,0,2013_2014_2015_2016_2017_2018,Brazil,"Latin America 
&
 Caribbean",4,Democ
BRA,GeneralTrust_M,2,0.0661183501518566,2014_2018,9,66.75555555555556,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8,8,0,2013_2014_2015_2016_2017_2018,Brazil,"Latin America 
&
 Caribbean",4,Democ
BRA,IntPoli_M,2,2.93276760573246,2014_2018,9,66.75555555555556,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8,8,0,2013_2014_2015_2016_2017_2018,Brazil,"Latin America 
&
 Caribbean",4,Democ
BRA,SocialNormObedience_M,2,0.474359630482307,2014_2018,9,66.75555555555556,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8,8,0,2013_2014_2015_2016_2017_2018,Brazil,"Latin America 
&
 Caribbean",4,Democ
BRA,SocialNormRespect_M,2,0.6286009566395705,2014_2018,9,66.75555555555556,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8,8,0,2013_2014_2015_2016_2017_2018,Brazil,"Latin America 
&
 Caribbean",4,Democ
BRA,SocialNormUnselfishness_M,2,0.30988583571525696,2014_2018,9,66.75555555555556,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8,8,0,2013_2014_2015_2016_2017_2018,Brazil,"Latin America 
&
 Caribbean",4,Democ
BRA,TrustAcquaintance_M,2,2.57482328458158,2014_2018,9,66.75555555555556,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8,8,0,2013_2014_2015_2016_2017_2018,Brazil,"Latin America 
&
 Caribbean",4,Democ
BRA,TrustFamily_M,2,3.530494878440085,2014_2018,9,66.75555555555556,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8,8,0,2013_2014_2015_2016_2017_2018,Brazil,"Latin America 
&
 Caribbean",4,Democ
BRA,TrustForeigner_M,2,2.020891846246,2014_2018,9,66.75555555555556,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8,8,0,2013_2014_2015_2016_2017_2018,Brazil,"Latin America 
&
 Caribbean",4,Democ
BRA,TrustNeighbor_M,2,2.45446704371263,2014_2018,9,66.75555555555556,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8,8,0,2013_2014_2015_2016_2017_2018,Brazil,"Latin America 
&
 Caribbean",4,Democ
BRA,TrustPagan_M,2,2.473606698523395,2014_2018,9,66.75555555555556,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8,8,0,2013_2014_2015_2016_2017_2018,Brazil,"Latin America 
&
 Caribbean",4,Democ
BRA,TrustStranger_M,2,1.7076584060087598,2014_2018,9,66.75555555555556,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,8,8,0,2013_2014_2015_2016_2017_2018,Brazil,"Latin America 
&
 Caribbean",4,Democ
